source_player_id,canonical_player_identity,closure_status,evidence_basis
1632524,eddie beach,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1653718,lander emery,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
166381,charlie taylor,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
17054,adam lallana,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
17063,erik pieters,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
171919,mark flekken,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1799984,asher agbinone,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
186795,andreas christensen,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
186809,emiliano marcondes,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
187023,rúnar alex rúnarsson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
188365,héctor bellerín,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1899740,jack porter,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
190399,divock origi,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
190405,leander dendoncker,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
190853,joe rothwell,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
190857,ben pearson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
190877,kenny tete,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
192144,aleksandar mitrović,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
192266,björn engels,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
192442,raúl jiménez,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
19314,fraser forster,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
193554,will hughes,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1979970,ameen al-dakhil,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
198028,dele alli,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
2007889,ben winterburn,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
2023409,remy rees-dottin,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
208988,pablo marí,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
20993,jack cork,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
21299,dale stephens,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
21555,césar azpilicueta,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
217704,sadio mané,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
218160,bertrand traoré,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
227212,thomas strakosha,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
227900,kevin mbabu,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
227942,calum chambers,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
232306,timo werner,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
232422,kepa arrizabalaga,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
234148,n'golo kanté,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
