field_name,source_surface,resource,grain,field_type,semantic_status,relationship_kind,identity_contract,source_identity_required,player_attachment_status,fixture_attachment_status,team_attachment_status,matrix_attachment_status,coverage_player_status,coverage_fixture_status,coverage_club_status,attachment_basis,provenance_requirement
ontargetAttAssist,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
ontargetScoringAtt,FRL_LOCAL_CSV,team_match,team_match,unknown,exposed,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
openPlayPass,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
openPlayPasses,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
opponent,FRL_LOCAL_CSV,team_match,team_match,unknown,exposed,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
opponent_id,FRL_LOCAL_CSV,team_match,team_match,unknown,exposed,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
otherGoals,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
outfielderBlock,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
overrun,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
overruns,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
ownGoalScored,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
ownGoals,FRL_LOCAL_CSV,player_match,player_match,unknown,exposed,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
passesLeft,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
passesRight,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
penAreaEntries,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
penGoalsConceded,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
penaltiesConceded,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
penaltiesFaced,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
penaltiesSaved,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
penaltiesTaken,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
penaltyConceded,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
penaltyFaced,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
penaltyGoals,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
penaltyGoalsConceded,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
penaltyMiss,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
penaltySave,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
penaltyWon,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
phases,fpl,bootstrap-static.json,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED
phases[].highest_score,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED
phases[].id,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED
phases[].name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED
phases[].start_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED
phases[].stop_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED
pl_code,FRL_LOCAL_CSV,player_match,player_match,unknown,exposed,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
playerId,FRL_LOCAL_CSV,player_match,player_match,unknown,exposed,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
playerName,FRL_LOCAL_CSV,player_match,player_match,unknown,retained,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
position,FRL_LOCAL_CSV,player_match,player_match,unknown,retained,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
possLostAll,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
possLostCtrl,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
possWonAtt3rd,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
possWonDef3rd,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
possWonMid3rd,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
possessionLostCtrl,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
possessionPercentage,FRL_LOCAL_CSV,team_match,team_match,unknown,exposed,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
postScoringAtt,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
preferredFoot,FRL_LOCAL_CSV,squad,squad,unknown,exposed,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED
progressiveBallCarriesCount,FRL_LOCAL_CSV,player_match,player_match,unknown,exposed,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
ptsDroppedWinningPos,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
ptsGainedLosingPos,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
punches,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
putThrough,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
putthroughBlockedDistribution,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
putthroughBlockedDistributionWon,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
rating,FRL_LOCAL_CSV,player_match,player_match,unknown,exposed,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
recoveries,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
redCard,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
redCards2ndYellow,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
redCardsAgainst,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
redCardsFor,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
rescindedRedCard,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED
resources,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.endpoint,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.alt-svc,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.cache-control,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.connection,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.content-security-policy,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.content-type,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.date,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.permissions-policy,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.referrer-policy,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.set-cookie,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.strict-transport-security,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.transfer-encoding,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.vary,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.via,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-amz-cf-id,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-amz-cf-pop,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-cache,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-cache-server,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-cache-status,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-content-type-options,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-frame-options,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-pulse-sdp-endpoint,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-ratelimit-limit,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-ratelimit-remaining,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-ratelimit-reset,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.headers.x-request-id,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.payload,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.payload.data,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.payload.data[].comment,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.payload.data[].time,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.payload.data[].timestamp,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.payload.data[].type,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.payload.pagination,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.payload.pagination._limit,pulselive,match,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.payload.pagination._next,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.payload.pagination._prev,pulselive,match,sample_payload,NoneType,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.commentary.retrieved_at,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.events,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.events.endpoint,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.events.headers,pulselive,match,sample_payload,object,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.events.headers.alt-svc,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.events.headers.cache-control,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.events.headers.connection,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.events.headers.content-security-policy,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.events.headers.content-type,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
resources.events.headers.date,pulselive,match,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,ENTITY,canonical_fixture_to_source_match,TRUE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED
