field_name,resource,original_grain,field_type,current_raw_found,current_resolution_status,current_resolved_grain,current_evidence_paths,historical_found,historical_grains,historical_season_files,source_layer_state
game_config.scoring.mng_draw.FWD,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_draw.GKP,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_draw.MID,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_goals_scored,bootstrap-static.json,,object,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,YES,player,2024-25_all_players_gw.csv,HISTORICAL_PUBLISHED_ONLY
game_config.scoring.mng_goals_scored.DEF,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_goals_scored.FWD,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_goals_scored.GKP,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_goals_scored.MID,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_loss,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,YES,player,2024-25_all_players_gw.csv,HISTORICAL_PUBLISHED_ONLY
game_config.scoring.mng_underdog_draw,bootstrap-static.json,,object,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,YES,player,2024-25_all_players_gw.csv,HISTORICAL_PUBLISHED_ONLY
game_config.scoring.mng_underdog_draw.DEF,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_underdog_draw.FWD,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_underdog_draw.GKP,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_underdog_draw.MID,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_underdog_win,bootstrap-static.json,,object,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,YES,player,2024-25_all_players_gw.csv,HISTORICAL_PUBLISHED_ONLY
game_config.scoring.mng_underdog_win.DEF,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_underdog_win.FWD,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_underdog_win.GKP,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_underdog_win.MID,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_win,bootstrap-static.json,,object,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,YES,player,2024-25_all_players_gw.csv,HISTORICAL_PUBLISHED_ONLY
game_config.scoring.mng_win.DEF,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_win.FWD,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_win.GKP,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.mng_win.MID,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.own_goals,bootstrap-static.json,,int,YES,AMBIGUOUS_RAW_FPL_GRAIN,UNMAPPED_REVIEW,bootstrap-static:elements[].own_goals | element-summary:history[].own_goals | element-summary:history_past[].own_goals | event-live:elements[].stats.own_goals,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
game_config.scoring.penalties_missed,bootstrap-static.json,,int,YES,AMBIGUOUS_RAW_FPL_GRAIN,UNMAPPED_REVIEW,bootstrap-static:elements[].penalties_missed | element-summary:history[].penalties_missed | element-summary:history_past[].penalties_missed | event-live:elements[].stats.penalties_missed,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
game_config.scoring.penalties_saved,bootstrap-static.json,,int,YES,AMBIGUOUS_RAW_FPL_GRAIN,UNMAPPED_REVIEW,bootstrap-static:elements[].penalties_saved | element-summary:history[].penalties_saved | element-summary:history_past[].penalties_saved | event-live:elements[].stats.penalties_saved,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
game_config.scoring.recoveries,bootstrap-static.json,,int,YES,AMBIGUOUS_RAW_FPL_GRAIN,UNMAPPED_REVIEW,bootstrap-static:elements[].recoveries | element-summary:history[].recoveries | element-summary:history_past[].recoveries | event-live:elements[].stats.recoveries,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
game_config.scoring.red_cards,bootstrap-static.json,,int,YES,AMBIGUOUS_RAW_FPL_GRAIN,UNMAPPED_REVIEW,bootstrap-static:elements[].red_cards | element-summary:history[].red_cards | element-summary:history_past[].red_cards | event-live:elements[].stats.red_cards,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
game_config.scoring.saves,bootstrap-static.json,,int,YES,AMBIGUOUS_RAW_FPL_GRAIN,UNMAPPED_REVIEW,bootstrap-static:elements[].saves | element-summary:history[].saves | element-summary:history_past[].saves | event-live:elements[].stats.saves,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
game_config.scoring.short_play,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.special_multiplier,bootstrap-static.json,,int,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.scoring.starts,bootstrap-static.json,,int,YES,AMBIGUOUS_RAW_FPL_GRAIN,UNMAPPED_REVIEW,bootstrap-static:elements[].starts | element-summary:history[].starts | element-summary:history_past[].starts | event-live:elements[].stats.starts,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
game_config.scoring.tackles,bootstrap-static.json,,int,YES,AMBIGUOUS_RAW_FPL_GRAIN,UNMAPPED_REVIEW,bootstrap-static:elements[].tackles | element-summary:history[].tackles | element-summary:history_past[].tackles | event-live:elements[].stats.tackles,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
game_config.scoring.threat,bootstrap-static.json,,int,YES,AMBIGUOUS_RAW_FPL_GRAIN,UNMAPPED_REVIEW,bootstrap-static:elements[].threat | element-summary:history[].threat | element-summary:history_past[].threat | event-live:elements[].stats.threat,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
game_config.scoring.yellow_cards,bootstrap-static.json,,int,YES,AMBIGUOUS_RAW_FPL_GRAIN,UNMAPPED_REVIEW,bootstrap-static:elements[].yellow_cards | element-summary:history[].yellow_cards | element-summary:history_past[].yellow_cards | event-live:elements[].stats.yellow_cards,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
game_config.settings,bootstrap-static.json,,object,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.settings.entry_per_event,bootstrap-static.json,,bool,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.settings.price_change_deadlines,bootstrap-static.json,,object,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.settings.static_content_url,bootstrap-static.json,,str,NO,NOT_FOUND_IN_ALL_CAPTURED_RAW_FPL,UNMAPPED_REVIEW,,NO,,,NEITHER
game_config.settings.timezone,bootstrap-static.json,,str,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.timezone,NO,,,CURRENT_RAW_ONLY
game_settings,bootstrap-static.json,,object,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings,NO,,,CURRENT_RAW_ONLY
game_settings.cup_qualifying_method,bootstrap-static.json,,NoneType,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.cup_qualifying_method,NO,,,CURRENT_RAW_ONLY
game_settings.cup_start_event_id,bootstrap-static.json,,NoneType,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.cup_start_event_id,NO,,,CURRENT_RAW_ONLY
game_settings.cup_stop_event_id,bootstrap-static.json,,NoneType,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.cup_stop_event_id,NO,,,CURRENT_RAW_ONLY
game_settings.cup_type,bootstrap-static.json,,NoneType,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.cup_type,NO,,,CURRENT_RAW_ONLY
game_settings.featured_entries,bootstrap-static.json,,object,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.featured_entries,NO,,,CURRENT_RAW_ONLY
game_settings.league_h2h_tiebreak_stats,bootstrap-static.json,,object,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_h2h_tiebreak_stats,NO,,,CURRENT_RAW_ONLY
game_settings.league_join_private_max,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_join_private_max,NO,,,CURRENT_RAW_ONLY
game_settings.league_join_public_max,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_join_public_max,NO,,,CURRENT_RAW_ONLY
game_settings.league_ko_first_instead_of_random,bootstrap-static.json,,bool,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_ko_first_instead_of_random,NO,,,CURRENT_RAW_ONLY
game_settings.league_max_ko_rounds_private_h2h,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_max_ko_rounds_private_h2h,NO,,,CURRENT_RAW_ONLY
game_settings.league_max_size_private_h2h,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_max_size_private_h2h,NO,,,CURRENT_RAW_ONLY
game_settings.league_max_size_public_classic,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_max_size_public_classic,NO,,,CURRENT_RAW_ONLY
game_settings.league_max_size_public_h2h,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_max_size_public_h2h,NO,,,CURRENT_RAW_ONLY
game_settings.league_points_h2h_draw,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_points_h2h_draw,NO,,,CURRENT_RAW_ONLY
game_settings.league_points_h2h_lose,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_points_h2h_lose,NO,,,CURRENT_RAW_ONLY
game_settings.league_points_h2h_win,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_points_h2h_win,NO,,,CURRENT_RAW_ONLY
game_settings.league_prefix_public,bootstrap-static.json,,str,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.league_prefix_public,NO,,,CURRENT_RAW_ONLY
game_settings.max_extra_free_transfers,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.max_extra_free_transfers,NO,,,CURRENT_RAW_ONLY
game_settings.percentile_ranks,bootstrap-static.json,,object,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.percentile_ranks,NO,,,CURRENT_RAW_ONLY
game_settings.squad_special_max,bootstrap-static.json,,NoneType,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.squad_special_max,NO,,,CURRENT_RAW_ONLY
game_settings.squad_special_min,bootstrap-static.json,,NoneType,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.squad_special_min,NO,,,CURRENT_RAW_ONLY
game_settings.squad_squadplay,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.squad_squadplay,NO,,,CURRENT_RAW_ONLY
game_settings.squad_squadsize,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.squad_squadsize,NO,,,CURRENT_RAW_ONLY
game_settings.squad_total_spend,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.squad_total_spend,NO,,,CURRENT_RAW_ONLY
game_settings.stats_form_days,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.stats_form_days,NO,,,CURRENT_RAW_ONLY
game_settings.sys_vice_captain_enabled,bootstrap-static.json,,bool,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.sys_vice_captain_enabled,NO,,,CURRENT_RAW_ONLY
game_settings.timezone,bootstrap-static.json,,str,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.timezone,NO,,,CURRENT_RAW_ONLY
game_settings.transfers_cap,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.transfers_cap,NO,,,CURRENT_RAW_ONLY
game_settings.transfers_sell_on_fee,bootstrap-static.json,,float,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.transfers_sell_on_fee,NO,,,CURRENT_RAW_ONLY
game_settings.ui_currency_multiplier,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.ui_currency_multiplier,NO,,,CURRENT_RAW_ONLY
game_settings.ui_special_shirt_exclusions,bootstrap-static.json,,object,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.ui_special_shirt_exclusions,NO,,,CURRENT_RAW_ONLY
game_settings.ui_use_special_shirts,bootstrap-static.json,,bool,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.ui_use_special_shirts,NO,,,CURRENT_RAW_ONLY
game_settings.underdog_differential,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,game_settings,bootstrap-static:game_settings.underdog_differential,NO,,,CURRENT_RAW_ONLY
phases,bootstrap-static.json,,object,YES,STRUCTURALLY_RESOLVED,phase,bootstrap-static:phases,NO,,,CURRENT_RAW_ONLY
phases[].highest_score,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,phase,bootstrap-static:phases[].highest_score,NO,,,CURRENT_RAW_ONLY
phases[].id,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,phase,bootstrap-static:phases[].id,YES,fixture;player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2025-26_all_fixtures.csv;2026-27_all_fixtures.csv,BOTH
phases[].name,bootstrap-static.json,,str,YES,STRUCTURALLY_RESOLVED,phase,bootstrap-static:phases[].name,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv,BOTH
phases[].start_event,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,phase,bootstrap-static:phases[].start_event,NO,,,CURRENT_RAW_ONLY
phases[].stop_event,bootstrap-static.json,,int,YES,STRUCTURALLY_RESOLVED,phase,bootstrap-static:phases[].stop_event,NO,,,CURRENT_RAW_ONLY
fixtures,element,,object,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures,NO,,,CURRENT_RAW_ONLY
fixtures[].code,element,,int,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures[].code,YES,fixture,2025-26_all_fixtures.csv;2026-27_all_fixtures.csv,BOTH
fixtures[].difficulty,element,,int,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures[].difficulty,NO,,,CURRENT_RAW_ONLY
fixtures[].event,element,,int,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures[].event,YES,fixture,2025-26_all_fixtures.csv;2026-27_all_fixtures.csv,BOTH
fixtures[].event_name,element,,str,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures[].event_name,NO,,,CURRENT_RAW_ONLY
fixtures[].finished,element,,bool,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures[].finished,YES,fixture,2025-26_all_fixtures.csv;2026-27_all_fixtures.csv,BOTH
fixtures[].id,element,,int,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures[].id,YES,fixture;player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2025-26_all_fixtures.csv;2026-27_all_fixtures.csv,BOTH
fixtures[].is_home,element,,bool,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures[].is_home,NO,,,CURRENT_RAW_ONLY
fixtures[].kickoff_time,element,,str,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures[].kickoff_time,YES,fixture;player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_fixtures.csv;2026-27_all_fixtures.csv,BOTH
fixtures[].minutes,element,,int,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures[].minutes,YES,fixture;player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_fixtures.csv;2025-26_all_players_gw.csv;2026-27_all_fixtures.csv,BOTH
fixtures[].provisional_start_time,element,,bool,YES,STRUCTURALLY_RESOLVED,player_match,element-summary:fixtures[].provisional_start_time,YES,fixture,2025-26_all_fixtures.csv;2026-27_all_fixtures.csv,BOTH
history,element,,object,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history,NO,,,CURRENT_RAW_ONLY
history[].assists,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].assists,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].bonus,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].bonus,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].bps,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].bps,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].clean_sheets,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].clean_sheets,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].clearances_blocks_interceptions,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].clearances_blocks_interceptions,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].creativity,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].creativity,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].defensive_contribution,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].defensive_contribution,YES,player,2025-26_all_players_gw.csv,BOTH
history[].expected_assists,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].expected_assists,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].expected_goal_involvements,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].expected_goal_involvements,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].expected_goals,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].expected_goals,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].expected_goals_conceded,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].expected_goals_conceded,YES,player,2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].fixture,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].fixture,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv,BOTH
history[].goals_conceded,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].goals_conceded,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].goals_scored,element,,int,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].goals_scored,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].ict_index,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].ict_index,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
history[].influence,element,,str,YES,STRUCTURALLY_RESOLVED,player_season,element-summary:history[].influence,YES,player,2016-17_all_players_gw.csv;2017-18_all_players_gw.csv;2018-19_all_players_gw.csv;2019-20_all_players_gw.csv;2020-21_all_players_gw.csv;2021-22_all_players_gw.csv;2022-23_all_players_gw.csv;2023-24_all_players_gw.csv;2024-25_all_players_gw.csv;2025-26_all_players_gw.csv,BOTH
